datetime,symbol,exchange,open,high,low,close,volume,turnover,open_interest
2020-02-05 21:15:00,MHImain,HKFE,27116.0,27157.0,26834.0,26948.0,21764.0,586992642.0,0.0
2020-02-06 01:15:00,MHImain,HKFE,26951.0,27228.0,26892.0,27170.0,48101.0,1301357874.0,0.0
2020-02-06 11:00:00,MHImain,HKFE,27168.0,27568.0,27163.0,27384.0,57018.0,1561343554.0,0.0
2020-02-06 17:15:00,MHImain,HKFE,27395.0,27413.0,27219.0,27300.0,11033.0,301207611.0,0.0
2020-02-06 21:15:00,MHImain,HKFE,27298.0,27369.0,27172.0,27240.0,16470.0,448898435.0,0.0
2020-02-07 01:15:00,MHImain,HKFE,27241.0,27341.0,27131.0,27188.0,40898.0,1114260089.0,0.0
2020-02-07 11:00:00,MHImain,HKFE,27188.0,27324.0,27128.0,27272.0,34689.0,944295906.0,0.0
2020-02-07 17:15:00,MHImain,HKFE,27270.0,27288.0,27043.0,27099.0,12278.0,333115412.0,0.0
2020-02-07 21:15:00,MHImain,HKFE,27099.0,27165.0,26993.0,27045.0,16612.0,449547102.0,0.0
2020-02-08 01:15:00,MHImain,HKFE,27046.0,27054.0,26985.0,26990.0,2130.0,57550651.0,0.0
2020-02-10 01:15:00,MHImain,HKFE,26910.0,27242.0,26904.0,27179.0,43146.0,1169104104.0,0.0
2020-02-10 11:00:00,MHImain,HKFE,27177.0,27223.0,27067.0,27095.0,30733.0,834131642.0,0.0
2020-02-10 17:15:00,MHImain,HKFE,27100.0,27130.0,27043.0,27084.0,7176.0,194375756.0,0.0
2020-02-10 21:15:00,MHImain,HKFE,27086.0,27150.0,27042.0,27113.0,8910.0,241466863.0,0.0
2020-02-11 01:15:00,MHImain,HKFE,27113.0,27621.0,27094.0,27524.0,42036.0,1155216310.0,0.0
